"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32"
"0PS4O000000Wu74WAC","Password_Never_Expires","Password Never Expires","For Arctic Wolf password never expires settings. Added to specific user and standard system admin profile to prevent a password reset that causes disruption to Arctic Wolf service. Do not remove.","false","","","true","Regular","","false","","","","","","1","","Password Never Expires","0","0","0","0","0","0","0","0","0","0","2020-02-06 15:34:48 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000Wu74WAC"
"0PS5b000000HnSKGA0","Password_never_expires_for_use_with_connected_apps","Password never expires - for use with connected apps","","false","","","true","Regular","","false","","","","","","1","","Password Never Expires","0","0","0","0","0","0","0","0","0","0","2022-09-21 22:12:46 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HnSKGA0"
"0PS4O000000WtmBWAS","Payment_Terms_Field_Access","Payment Terms Field Access","Needed to restrict the payment terms field at the account object so only accounting can edit the field.","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","1","0","0","2019-11-18 18:52:59 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtmBWAS"
"0PS4O000000zpNjWAI","Permission_Set_for_Payment_Request_Base","Permission Set for Payment Request (Base)","","false","","","true","Regular","ChargentBase","false","","","","","","0","","","2","2","1","0","0","0","0","7","10","0","2020-08-24 16:22:48 UTC","2026-07-07 22:16:31 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpNjWAI"
"0PS4O000000zpNoWAI","Permission_Set_for_Payment_Request_Chargent_Orders","Permission Set for Payment Request (Chargent Orders)","","false","","","true","Regular","ChargentOrders","false","","","","","","0","","","2","2","0","0","0","0","0","1","0","0","2020-08-24 16:29:25 UTC","2026-07-07 22:27:25 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpNoWAI"
"0PS4O0000009WrcWAE","Physical_Location_on_Invoice_Object","Physical Location on Invoice Object","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-02-06 17:28:31 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WrcWAE"
"0PSRo0000008PHZOA2","PipelineInspectionIncluded","Pipeline Inspection Included","Grants sales users access to use Pipeline Inspection.","false","","","false","Standard","force","false","","","","","","2","","AI View Insight Objects; View Roles","2","2","0","0","0","0","0","0","0","0","2025-08-01 04:08:22 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000008PHZOA2"
"0PS5b000001V0z1GAC","PipelineInspectionUser","Pipeline Inspection User","Allows sales users to access Pipeline Inspection.","false","","","false","Standard","force","false","","","","","","1","","View Roles","1","1","0","0","0","0","0","0","0","0","2023-03-22 08:09:08 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS5b000001V0z1GAC"
"0PSRo0000006udrOAA","PriceProtectionStandardUserPsl","Price Protection for Standard Users","Gives users standard read only access to Price Protection.","false","","","false","Standard","force","false","","","","","","0","","","3","3","0","0","0","0","0","0","0","0","2025-04-12 13:14:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000006udrOAA"
"0PS4O0000009Sf7WAE","Print_Shipping_Checklist_Button","Print Shipping Checklist Button","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","0","7","0","2019-06-05 12:58:38 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009Sf7WAE"
"0PSRo0000007YcuOAE","PrismBackofficeUser","Prism Backoffice User","View Prism Backoffice page.","false","","","false","Standard","force","false","","","","","","1","","Prism Backoffice User","0","0","0","0","0","0","0","0","0","0","2024-10-18 01:45:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000007YcuOAE"
"0PSRo0000004jMkOAI","PrismPlaygroundUser","Prism Playground User","View Prism Playground tab.","false","","","false","Standard","force","false","","","","","","1","","Prism Playground User","0","0","0","0","0","0","0","0","0","0","2024-10-18 01:45:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000004jMkOAI"
"0PSRo000000FM3ROAW","Product_Analytics_and_Asset_Permissions","Product Analytics and Asset Permissions","","false","","","true","Regular","","false","","","","","","0","","","2","2","2","2","0","1","0","412","0","2","2026-06-24 08:30:43 UTC","2026-06-24 08:44:22 UTC","https://probomedical.my.salesforce.com/0PSRo000000FM3ROAW"
"0PSRo000000CNs5OAG","ProductCatalogManagementAdministrator","Product Catalog Management Designer","Provides access to Product Catalog Management features and objects.","false","","","false","Standard","force","false","","","","","","11","","Assessment Platform User; Decimal Quantity Designtime; Financial Services2 User Access; Interaction Calc Admin Perm; Manage Product Catalog; Manage Product Discovery; Product Catalog Api Access; Product Discovery User; Run Decision Matrix; Run Expression Set; Run Flow","42","42","36","36","36","0","0","150","1","14","2026-03-06 18:16:58 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo000000CNs5OAG"
"0PSRo000000CNs7OAG","ProductCatalogManagementViewer","Product Catalog Management Viewer","Provides read access to Product Catalog Management features and objects.","false","","","false","Standard","force","false","","","","","","10","","Assessment Platform User; Decimal Quantity Runtime; Financial Services2 User Access; Interaction Calc User Perm; Product Catalog Api Access; Product Discovery User; Run Decision Matrix; Run Expression Set; Run Flow; View Product Catalog Objects","42","42","0","0","0","0","0","150","0","14","2026-03-06 18:16:58 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo000000CNs7OAG"
"0PSRo0000008iyLOAQ","Product_Compatible_Parts","Product Compatible Parts","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2025-09-04 14:53:12 UTC","2025-09-04 14:55:18 UTC","https://probomedical.my.salesforce.com/0PSRo0000008iyLOAQ"
"0PS4O0000009WgeWAE","Product_Dealer_Pricing","Product Dealer Pricing","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-01-06 14:15:54 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WgeWAE"
"0PSRo000000CNs8OAG","ProductDiscoveryAdmin","Product Discovery Admin","Gives access to customize the product browsing experience.","false","","","false","Standard","force","false","","","","","","1","","Manage Product Discovery","0","0","0","0","0","0","0","0","0","0","2026-03-06 18:16:58 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo000000CNs8OAG"
"0PSRo000000CNs9OAG","ProductDiscoveryUser","Product Discovery User","Gives access to use the product browsing experience.","false","","","false","Standard","force","false","","","","","","1","","Product Discovery User","0","0","0","0","0","0","0","0","0","0","2026-03-06 18:16:58 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo000000CNs9OAG"
"0PSRo0000003zuzOAA","Product_OEM_Pricing","Product OEM Pricing","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","0","0","0","1","0","0","2024-08-16 17:41:01 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000003zuzOAA"
"0PSRo0000009lirOAA","Product_Part_Edit_Pricing","Product Part Edit Pricing","Edit permissions for the fields in the Product > Part Record Type > Pricing Section fields","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","4","0","0","2025-10-27 14:21:17 UTC","2025-10-30 18:54:52 UTC","https://probomedical.my.salesforce.com/0PSRo0000009lirOAA"
"0PS5b000000DkIjGAK","Product_Repair_Access","Product Repair Access","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","1","0","84","0","1","2023-01-23 11:40:26 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000DkIjGAK"
"0PS4O000000OaNZWA0","Product_Test","Product Test","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","295","25","1","2019-04-18 18:12:52 UTC","2026-03-03 13:15:01 UTC","https://probomedical.my.salesforce.com/0PS4O000000OaNZWA0"
"0PS4O000000WuT0WAK","Product_Test_Edit","Product Test Edit","Driven off Product Object for Product Test Settings Edit. *Product Test Settings have validation rule at Product Test Object level.","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","0","0","18","0","0","2020-03-04 17:07:37 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WuT0WAK"
"0PSRo000000BZs5OAG","Product_Test_Page_Tab_Visibility","Product Test Page Tab Visibility","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","0","7","0","2026-02-10 19:30:42 UTC","2026-02-10 19:30:42 UTC","https://probomedical.my.salesforce.com/0PSRo000000BZs5OAG"
"0PS5b000001QDtkGAG","Product_Test_Settings_Access_on_Product_Page","Product Test Settings Access on Product Page","Product Test Settings Access on Product Page","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","0","0","0","19","0","1","2023-10-17 17:34:19 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000001QDtkGAG"
"0PSRo000000CNs6OAG","ProductCatalogManagementC2CPermSet","ProductCatalogManagementC2CPermSet","","false","","","false","Session","force","true","","","","","","4","","Explainability User Access; Product Catalog Api Access; View Developer Name; View Product Catalog Objects","24","24","0","0","0","0","0","85","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo000000CNs6OAG"
"0PS5b000000Dk6nGAC","Project_Edits_Full_Access","Project Edits - Full Access","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","26","0","1","2023-01-12 15:43:33 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000Dk6nGAC"
"0PSRo0000004jJXOAY","EinsteinGPTPromptTemplateManager","Prompt Template Manager","Manage prompt templates using Prompt Builder and run them using generative AI features.","false","","","false","Standard","force","false","","","","","","2","","Execute Prompt Templates; Manage Prompt Templates","1","1","1","1","1","0","0","0","0","0","2024-10-18 01:45:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000004jJXOAY"
"0PSRo0000004jJYOAY","EinsteinGPTPromptTemplateUser","Prompt Template User","Run prompt templates using generative AI features.","false","","","false","Standard","force","false","","","","","","1","","Execute Prompt Templates","1","1","0","0","0","0","0","0","0","0","2024-10-18 01:45:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000004jJYOAY"
"0PSRo0000007YcvOAE","PromptTemplatePermSet","PromptTemplatePermSet","","false","","","false","Session","force","true","","","","","","8","","Apex Rest Services; Api Enabled; Api User Only; Can Access CE; Chatter Internal User; Execute Prompt Templates; Hydrate Prompt Template IA; Password Never Expires","116","116","86","91","90","105","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo0000007YcvOAE"
"0PSRo0000003YmjOAE","YukonNudgeHeadlessPublishPermSet","Publish Suggested for You Nudges: Integration User","Access the Core Adoption Service and tenant orgs, which are used to publish Suggested for You nudges.","false","","","false","Session","force","true","","","","","","13","Customize Application; Manage Internal Users","Apex Rest Services; Api Enabled; Api User Only; Can Access CE; Can Edit Prompts; Chatter Internal User; Customize Application; Headless Publish Nudges; Manage Custom Permissions; Manage Internal Users; Password Never Expires; View Roles; View Setup","115","115","86","91","90","105","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo0000003YmjOAE"
